rph_ID,idhogar,enc_region,enc_rpc,P_AUMENTO_COM,P_INSEG_LUGARES_14,SCREEN_INT_RDV,SCREEN_INT_RFV,SCREEN_INT_RVI,SCREEN_ROB_HUR
07-35-13-71_2,07-35-13-71-H1,13,13120,1.0,2.0,2.0,2.0,2.0,2.0
07-35-14-62_2,07-35-14-62-H1,13,13101,1.0,85.0,2.0,2.0,2.0,2.0
07-35-17-37_2,07-35-17-37-H1,8,8102,1.0,85.0,,2.0,2.0,2.0
07-35-62-75_1,07-35-62-75-H1,5,5109,1.0,85.0,2.0,2.0,2.0,2.0
07-35-63-81_2,07-35-63-81-H1,5,5802,1.0,3.0,,2.0,2.0,2.0
07-35-92-20_2,07-35-92-20-H1,7,7101,2.0,85.0,,2.0,2.0,2.0
07-35-99-45_1,07-35-99-45-H1,8,8201,1.0,2.0,2.0,2.0,2.0,2.0
07-36-26-35_2,07-36-26-35-H1,13,13129,1.0,4.0,1.0,2.0,2.0,2.0
07-36-29-39_1,07-36-29-39-H1,5,5502,1.0,85.0,,2.0,2.0,2.0
07-36-55-84_1,07-36-55-84-H1,7,7101,1.0,3.0,,2.0,2.0,2.0
07-37-28-40_2,07-37-28-40-H1,9,9101,1.0,2.0,,2.0,2.0,2.0
07-37-33-95_1,07-37-33-95-H1,5,5301,1.0,85.0,2.0,2.0,2.0,2.0
07-37-43-76_3,07-37-43-76-H1,9,9201,3.0,85.0,,2.0,2.0,2.0
07-37-53-06_1,07-37-53-06-H1,13,13111,1.0,3.0,,2.0,2.0,2.0
07-37-83-15_2,07-37-83-15-H1,6,6115,1.0,85.0,2.0,2.0,2.0,2.0
07-37-85-76_1,07-37-85-76-H1,13,13113,2.0,85.0,2.0,2.0,2.0,2.0
07-38-35-04_2,07-38-35-04-H1,8,8201,1.0,3.0,,2.0,2.0,2.0
07-38-41-15_2,07-38-41-15-H1,15,15101,1.0,3.0,,1.0,1.0,2.0
07-38-93-78_2,07-38-93-78-H1,7,7101,1.0,85.0,2.0,2.0,2.0,2.0
07-39-26-66_3,07-39-26-66-H1,5,5802,2.0,3.0,,2.0,2.0,2.0
07-39-93-40_3,07-39-93-40-H1,13,13404,2.0,85.0,,2.0,2.0,2.0
07-40-04-57_1,07-40-04-57-H1,5,5502,1.0,85.0,,2.0,2.0,2.0
07-40-04-99_2,07-40-04-99-H1,16,16103,1.0,99.0,,2.0,2.0,2.0
07-40-10-22_1,07-40-10-22-H1,10,10101,1.0,85.0,,2.0,2.0,2.0
07-40-32-89_1,07-40-32-89-H1,9,9108,1.0,85.0,,2.0,2.0,2.0
07-40-43-13_1,07-40-43-13-H1,8,8112,1.0,85.0,,1.0,2.0,2.0
07-40-80-35_1,07-40-80-35-H1,13,13404,1.0,1.0,2.0,2.0,2.0,2.0
07-41-16-74_2,07-41-16-74-H1,13,13119,1.0,85.0,2.0,2.0,2.0,2.0
07-41-26-87_2,07-41-26-87-H1,13,13127,2.0,3.0,2.0,2.0,2.0,2.0
07-41-27-39_2,07-41-27-39-H1,7,7101,2.0,3.0,2.0,1.0,2.0,1.0
07-41-35-55_1,07-41-35-55-H1,5,5801,1.0,3.0,,2.0,2.0,2.0
07-41-52-52_2,07-41-52-52-H1,4,4102,2.0,3.0,,2.0,2.0,2.0
07-41-65-48_1,07-41-65-48-H1,13,13601,3.0,85.0,,2.0,2.0,2.0
07-41-71-71_1,07-41-71-71-H1,10,10109,2.0,3.0,2.0,2.0,2.0,1.0
07-41-98-98_2,07-41-98-98-H1,16,16101,1.0,85.0,,2.0,2.0,2.0
07-42-11-32_1,07-42-11-32-H1,13,13102,1.0,85.0,,2.0,2.0,2.0
07-42-71-95_1,07-42-71-95-H1,5,5804,2.0,85.0,,2.0,2.0,2.0
07-42-86-46_1,07-42-86-46-H1,1,1107,1.0,3.0,2.0,2.0,2.0,2.0
07-43-14-99_1,07-43-14-99-H1,13,13111,1.0,85.0,,2.0,2.0,1.0
07-43-19-42_2,07-43-19-42-H1,13,13302,1.0,3.0,2.0,1.0,1.0,2.0
07-43-53-74_2,07-43-53-74-H1,13,13120,1.0,3.0,2.0,2.0,2.0,2.0
07-43-91-46_1,07-43-91-46-H1,8,8101,1.0,2.0,,2.0,2.0,2.0
07-43-91-92_1,07-43-91-92-H1,5,5802,1.0,3.0,1.0,2.0,2.0,2.0
07-43-92-32_1,07-43-92-32-H1,8,8101,1.0,3.0,,2.0,2.0,2.0
07-44-70-46_3,07-44-70-46-H1,8,8101,1.0,85.0,2.0,2.0,2.0,2.0
07-44-71-79_2,07-44-71-79-H1,10,10301,1.0,3.0,2.0,2.0,2.0,2.0
07-45-32-67_1,07-45-32-67-H1,5,5801,1.0,3.0,2.0,2.0,2.0,2.0
07-45-43-07_2,07-45-43-07-H1,16,16101,1.0,85.0,,2.0,2.0,2.0
07-45-68-90_2,07-45-68-90-H1,8,8301,1.0,3.0,,2.0,2.0,2.0
07-46-21-70_1,07-46-21-70-H1,13,13501,1.0,85.0,,2.0,2.0,2.0
07-46-50-56_1,07-46-50-56-H1,6,6301,1.0,85.0,,2.0,2.0,2.0
07-46-83-89_2,07-46-83-89-H1,5,5601,1.0,85.0,2.0,2.0,2.0,2.0
07-47-00-31_1,07-47-00-31-H1,14,14107,1.0,85.0,2.0,2.0,2.0,2.0
07-47-20-80_2,07-47-20-80-H1,12,12101,1.0,85.0,2.0,1.0,2.0,2.0
07-47-24-96_1,07-47-24-96-H1,4,4201,1.0,85.0,,2.0,2.0,2.0
07-47-43-97_1,07-47-43-97-H1,5,5801,1.0,3.0,2.0,1.0,2.0,2.0
07-47-48-56_2,07-47-48-56-H1,8,8110,1.0,3.0,2.0,2.0,2.0,2.0
07-47-58-64_4,07-47-58-64-H1,6,6115,1.0,85.0,2.0,2.0,2.0,1.0
07-47-63-03_2,07-47-63-03-H1,13,13116,1.0,85.0,,1.0,2.0,2.0
07-47-91-46_2,07-47-91-46-H1,7,7101,1.0,3.0,2.0,2.0,2.0,2.0
07-48-22-85_1,07-48-22-85-H1,13,13122,1.0,85.0,,2.0,2.0,2.0
07-48-42-22_3,07-48-42-22-H1,6,6106,1.0,85.0,2.0,2.0,2.0,2.0
07-48-59-40_1,07-48-59-40-H1,14,14101,1.0,3.0,,2.0,2.0,2.0
07-48-93-42_2,07-48-93-42-H1,4,4201,1.0,3.0,,2.0,2.0,2.0
07-49-22-02_1,07-49-22-02-H1,4,4101,1.0,85.0,,2.0,2.0,2.0
07-49-32-71_1,07-49-32-71-H1,4,4201,1.0,85.0,,2.0,2.0,2.0
07-49-46-82_2,07-49-46-82-H1,12,12401,2.0,4.0,2.0,2.0,2.0,2.0
07-49-65-17_1,07-49-65-17-H1,15,15101,1.0,85.0,,2.0,2.0,2.0
07-49-70-62_2,07-49-70-62-H1,1,1107,1.0,3.0,2.0,2.0,2.0,2.0
07-49-89-25_1,07-49-89-25-H1,5,5804,1.0,3.0,,2.0,2.0,2.0
07-49-96-70_1,07-49-96-70-H1,16,16302,1.0,85.0,,1.0,2.0,2.0
07-50-08-72_1,07-50-08-72-H1,5,5401,2.0,3.0,2.0,2.0,2.0,2.0
07-50-15-56_1,07-50-15-56-H1,3,3301,1.0,3.0,,2.0,2.0,2.0
07-50-47-54_5,07-50-47-54-H1,10,10301,1.0,4.0,2.0,2.0,2.0,2.0
07-50-59-84_1,07-50-59-84-H1,8,8110,1.0,4.0,,2.0,2.0,2.0
07-51-10-25_1,07-51-10-25-H1,13,13113,2.0,4.0,2.0,2.0,2.0,2.0
07-51-10-46_2,07-51-10-46-H1,13,13501,1.0,85.0,,2.0,2.0,2.0
07-51-20-97_1,07-51-20-97-H1,9,9101,1.0,85.0,2.0,2.0,2.0,2.0
07-51-36-08_8,07-51-36-08-H1,9,9101,1.0,85.0,,2.0,2.0,2.0
07-51-49-49_2,07-51-49-49-H1,8,8201,1.0,4.0,2.0,2.0,2.0,2.0
07-51-49-69_2,07-51-49-69-H1,13,13110,1.0,3.0,,2.0,2.0,2.0
07-51-55-34_1,07-51-55-34-H1,13,13114,2.0,3.0,2.0,2.0,2.0,2.0
07-51-78-92_1,07-51-78-92-H1,14,14201,1.0,3.0,,2.0,2.0,2.0
07-52-32-19_1,07-52-32-19-H1,5,5804,1.0,4.0,2.0,2.0,2.0,2.0
07-52-49-52_2,07-52-49-52-H1,10,10202,2.0,85.0,,2.0,2.0,2.0
07-52-63-72_1,07-52-63-72-H1,13,13123,1.0,3.0,2.0,2.0,2.0,1.0
07-52-68-35_3,07-52-68-35-H1,6,6108,2.0,85.0,1.0,2.0,2.0,2.0
07-52-88-13_1,07-52-88-13-H1,12,12101,1.0,3.0,2.0,2.0,2.0,2.0
07-53-05-87_2,07-53-05-87-H1,16,16101,1.0,3.0,,2.0,2.0,2.0
07-53-11-65_1,07-53-11-65-H1,10,10208,1.0,85.0,,2.0,2.0,2.0
07-53-30-39_1,07-53-30-39-H1,6,6101,1.0,85.0,2.0,2.0,2.0,2.0
07-53-48-29_2,07-53-48-29-H1,9,9120,2.0,85.0,,2.0,2.0,2.0
07-53-85-61_1,07-53-85-61-H1,6,6101,1.0,85.0,2.0,2.0,2.0,2.0
07-54-01-27_1,07-54-01-27-H1,14,14108,1.0,85.0,2.0,2.0,2.0,2.0
07-54-23-49_1,07-54-23-49-H1,8,8111,1.0,3.0,2.0,2.0,2.0,2.0
07-54-42-75_2,07-54-42-75-H1,11,11101,1.0,85.0,2.0,2.0,2.0,2.0
07-54-89-28_1,07-54-89-28-H1,16,16102,1.0,85.0,,2.0,2.0,2.0
07-54-97-23_2,07-54-97-23-H1,16,16302,1.0,3.0,,2.0,2.0,2.0
07-55-06-74_2,07-55-06-74-H1,13,13101,1.0,4.0,,2.0,1.0,2.0
07-55-11-06_2,07-55-11-06-H1,5,5502,1.0,3.0,,2.0,2.0,2.0
07-55-16-37_4,07-55-16-37-H1,5,5502,1.0,85.0,,2.0,2.0,2.0
07-55-24-27_1,07-55-24-27-H1,13,13104,88.0,3.0,2.0,2.0,2.0,1.0
07-55-64-77_2,07-55-64-77-H1,14,14204,1.0,3.0,2.0,2.0,2.0,2.0
07-55-76-38_1,07-55-76-38-H1,13,13108,2.0,3.0,2.0,2.0,2.0,2.0
07-56-02-69_2,07-56-02-69-H1,7,7304,1.0,85.0,,2.0,2.0,2.0
07-56-57-33_3,07-56-57-33-H1,13,13501,1.0,85.0,2.0,2.0,2.0,2.0
07-56-58-89_1,07-56-58-89-H1,5,5701,1.0,2.0,2.0,2.0,2.0,2.0
07-56-66-25_1,07-56-66-25-H1,8,8102,2.0,3.0,2.0,2.0,2.0,2.0
07-56-73-33_1,07-56-73-33-H1,7,7201,1.0,85.0,,2.0,2.0,2.0
07-57-04-22_1,07-57-04-22-H1,13,13115,1.0,85.0,2.0,2.0,2.0,2.0
07-57-12-83_2,07-57-12-83-H1,7,7301,1.0,85.0,2.0,1.0,1.0,2.0
07-57-27-77_2,07-57-27-77-H1,13,13110,1.0,3.0,2.0,2.0,2.0,2.0
07-57-41-31_2,07-57-41-31-H1,16,16102,2.0,3.0,,2.0,2.0,1.0
07-57-45-57_1,07-57-45-57-H1,9,9111,1.0,85.0,,2.0,2.0,2.0
07-57-97-78_2,07-57-97-78-H1,9,9101,1.0,3.0,,2.0,2.0,2.0
07-58-10-98_2,07-58-10-98-H1,16,16101,1.0,85.0,,2.0,2.0,2.0
07-58-61-37_1,07-58-61-37-H1,12,12101,1.0,3.0,2.0,2.0,2.0,2.0
07-59-21-14_2,07-59-21-14-H1,5,5401,1.0,3.0,2.0,1.0,2.0,2.0
07-59-77-76_2,07-59-77-76-H1,8,8111,1.0,85.0,2.0,2.0,2.0,2.0
07-60-20-41_1,07-60-20-41-H1,13,13118,2.0,4.0,,2.0,1.0,1.0
07-60-37-78_2,07-60-37-78-H1,5,5401,1.0,85.0,,2.0,2.0,2.0
07-60-58-68_3,07-60-58-68-H1,16,16101,1.0,3.0,2.0,2.0,2.0,2.0
07-60-59-76_4,07-60-59-76-H1,9,9101,1.0,85.0,,2.0,2.0,2.0
07-60-66-20_3,07-60-66-20-H1,13,13201,1.0,85.0,2.0,2.0,2.0,2.0
07-60-87-80_1,07-60-87-80-H1,11,11101,1.0,85.0,,2.0,2.0,2.0
07-61-43-88_1,07-61-43-88-H1,8,8201,1.0,85.0,,2.0,2.0,2.0
07-61-75-98_2,07-61-75-98-H2,5,5109,1.0,2.0,,2.0,2.0,2.0
07-62-64-60_1,07-62-64-60-H1,11,11101,2.0,4.0,,2.0,2.0,2.0
07-62-81-61_1,07-62-81-61-H1,13,13109,1.0,3.0,,2.0,2.0,2.0
07-62-96-21_1,07-62-96-21-H1,11,11101,2.0,3.0,2.0,2.0,2.0,2.0
07-63-46-51_3,07-63-46-51-H1,5,5804,2.0,85.0,2.0,2.0,2.0,2.0
07-64-02-66_1,07-64-02-66-H1,5,5101,1.0,85.0,2.0,2.0,2.0,2.0
07-64-26-35_1,07-64-26-35-H1,6,6101,1.0,3.0,,2.0,2.0,2.0
07-64-38-52_1,07-64-38-52-H1,6,6105,1.0,85.0,,2.0,2.0,2.0
07-64-67-34_1,07-64-67-34-H1,13,13128,1.0,3.0,2.0,1.0,2.0,2.0
07-65-09-71_3,07-65-09-71-H1,12,12101,2.0,85.0,2.0,2.0,2.0,2.0
07-65-10-71_1,07-65-10-71-H1,8,8110,1.0,85.0,,2.0,1.0,2.0
07-65-31-23_2,07-65-31-23-H1,13,13501,1.0,3.0,,2.0,2.0,1.0
07-65-49-23_2,07-65-49-23-H1,14,14101,1.0,3.0,2.0,2.0,2.0,2.0
07-65-63-05_1,07-65-63-05-H1,16,16301,1.0,3.0,2.0,2.0,2.0,2.0
07-65-79-88_1,07-65-79-88-H1,13,13115,2.0,85.0,2.0,2.0,2.0,2.0
07-65-81-72_1,07-65-81-72-H1,5,5101,1.0,3.0,2.0,1.0,2.0,2.0
07-65-87-85_2,07-65-87-85-H1,2,2301,1.0,2.0,,2.0,2.0,2.0
07-66-04-67_1,07-66-04-67-H1,2,2101,1.0,85.0,,2.0,2.0,2.0
07-66-36-80_2,07-66-36-80-H1,13,13110,1.0,85.0,,2.0,2.0,2.0
07-66-44-23_1,07-66-44-23-H1,13,13114,2.0,3.0,2.0,2.0,2.0,2.0
07-66-47-30_1,07-66-47-30-H1,10,10102,2.0,3.0,2.0,2.0,2.0,2.0
07-66-62-28_1,07-66-62-28-H1,13,13103,1.0,1.0,2.0,2.0,2.0,2.0
07-66-70-86_1,07-66-70-86-H1,13,13123,1.0,2.0,,2.0,2.0,2.0
07-66-88-89_1,07-66-88-89-H1,13,13126,1.0,2.0,,2.0,2.0,2.0
07-67-00-22_2,07-67-00-22-H1,10,10109,2.0,85.0,2.0,2.0,2.0,2.0
07-67-10-18_1,07-67-10-18-H1,5,5701,1.0,2.0,,2.0,2.0,2.0
07-67-12-12_1,07-67-12-12-H1,10,10101,1.0,85.0,,2.0,2.0,2.0
07-67-30-83_1,07-67-30-83-H1,13,13123,3.0,4.0,,2.0,2.0,2.0
07-67-42-67_4,07-67-42-67-H1,13,13124,1.0,3.0,,2.0,2.0,2.0
07-67-53-17_1,07-67-53-17-H1,4,4101,1.0,3.0,,2.0,2.0,2.0
07-67-61-86_1,07-67-61-86-H1,13,13119,1.0,3.0,,2.0,2.0,2.0
07-67-71-86_1,07-67-71-86-H1,6,6303,1.0,85.0,2.0,2.0,2.0,2.0
07-67-85-14_1,07-67-85-14-H1,5,5103,2.0,85.0,,2.0,2.0,2.0
07-68-04-47_1,07-68-04-47-H1,7,7304,1.0,85.0,,2.0,2.0,2.0
07-68-06-45_1,07-68-06-45-H1,9,9119,1.0,2.0,,2.0,2.0,2.0
07-68-11-32_2,07-68-11-32-H1,7,7201,1.0,3.0,2.0,2.0,2.0,2.0
07-68-19-59_3,07-68-19-59-H1,8,8107,88.0,3.0,2.0,2.0,2.0,2.0
07-68-35-04_1,07-68-35-04-H1,13,13120,1.0,85.0,,2.0,2.0,2.0
07-68-56-28_1,07-68-56-28-H1,7,7101,1.0,85.0,,2.0,2.0,2.0
07-68-83-39_2,07-68-83-39-H1,13,13106,2.0,85.0,,2.0,2.0,2.0
07-69-08-50_1,07-69-08-50-H1,13,13124,2.0,3.0,,2.0,2.0,2.0
07-69-08-82_2,07-69-08-82-H1,5,5109,2.0,85.0,2.0,2.0,2.0,2.0
07-69-13-33_2,07-69-13-33-H1,6,6110,88.0,2.0,2.0,2.0,2.0,2.0
07-69-17-29_2,07-69-17-29-H1,16,16101,1.0,3.0,2.0,2.0,2.0,2.0
07-69-19-27_6,07-69-19-27-H1,1,1401,2.0,85.0,,2.0,1.0,2.0
07-69-38-71_1,07-69-38-71-H1,13,13101,1.0,3.0,2.0,2.0,2.0,2.0
07-69-50-55_1,07-69-50-55-H1,13,13605,1.0,3.0,,2.0,2.0,2.0
07-69-74-21_2,07-69-74-21-H1,12,12101,2.0,85.0,2.0,2.0,2.0,2.0
07-69-84-81_2,07-69-84-81-H1,15,15101,1.0,3.0,2.0,2.0,2.0,2.0
07-69-86-82_1,07-69-86-82-H1,8,8201,1.0,85.0,2.0,2.0,2.0,2.0
07-69-87-33_2,07-69-87-33-H1,7,7101,1.0,3.0,2.0,2.0,2.0,2.0
07-70-30-32_4,07-70-30-32-H1,5,5802,1.0,85.0,,2.0,2.0,2.0
07-70-36-13_3,07-70-36-13-H1,12,12401,1.0,85.0,2.0,2.0,2.0,2.0
07-71-02-55_2,07-71-02-55-H1,2,2101,1.0,85.0,2.0,2.0,2.0,2.0
07-71-69-81_1,07-71-69-81-H1,7,7404,1.0,3.0,2.0,2.0,2.0,2.0
07-71-73-80_1,07-71-73-80-H1,8,8102,1.0,3.0,2.0,2.0,2.0,2.0
07-71-90-06_2,07-71-90-06-H1,7,7101,1.0,3.0,2.0,2.0,2.0,2.0
07-72-41-09_3,07-72-41-09-H1,9,9101,1.0,85.0,2.0,2.0,2.0,2.0
07-72-57-84_1,07-72-57-84-H1,13,13125,1.0,85.0,2.0,2.0,2.0,2.0
07-72-71-89_3,07-72-71-89-H2,13,13129,2.0,3.0,2.0,2.0,1.0,2.0
07-72-83-87_1,07-72-83-87-H1,7,7201,2.0,3.0,,2.0,2.0,2.0
07-72-98-33_4,07-72-98-33-H1,16,16101,1.0,85.0,,2.0,2.0,2.0
07-73-02-76_1,07-73-02-76-H1,9,9108,2.0,85.0,,2.0,2.0,2.0
07-73-23-85_2,07-73-23-85-H1,4,4201,2.0,3.0,,2.0,2.0,2.0
07-73-33-48_2,07-73-33-48-H1,7,7301,1.0,3.0,2.0,2.0,2.0,2.0
07-73-41-51_1,07-73-41-51-H1,8,8112,1.0,4.0,2.0,2.0,1.0,2.0
07-73-47-82_2,07-73-47-82-H1,13,13104,1.0,4.0,2.0,2.0,2.0,2.0
07-73-48-14_2,07-73-48-14-H1,5,5301,1.0,2.0,1.0,2.0,2.0,2.0
07-73-52-18_4,07-73-52-18-H1,2,2301,1.0,85.0,,1.0,2.0,2.0
07-73-69-58_1,07-73-69-58-H1,8,8107,1.0,3.0,,2.0,2.0,2.0
07-74-29-47_1,07-74-29-47-H1,5,5502,1.0,85.0,,2.0,2.0,2.0
07-74-32-97_1,07-74-32-97-H1,7,7201,1.0,3.0,2.0,2.0,2.0,2.0
07-74-37-95_2,07-74-37-95-H1,3,3101,2.0,2.0,2.0,2.0,2.0,2.0
07-74-50-68_1,07-74-50-68-H1,15,15101,1.0,3.0,2.0,2.0,2.0,2.0
07-74-52-40_1,07-74-52-40-H1,6,6201,1.0,3.0,2.0,2.0,2.0,2.0
07-74-76-69_2,07-74-76-69-H1,8,8108,1.0,3.0,2.0,2.0,2.0,2.0
07-74-96-23_1,07-74-96-23-H1,13,13116,1.0,85.0,,2.0,2.0,2.0
07-75-34-18_1,07-75-34-18-H1,16,16109,2.0,85.0,,2.0,2.0,2.0
07-75-40-17_2,07-75-40-17-H1,13,13126,1.0,85.0,2.0,2.0,2.0,2.0
07-75-47-37_3,07-75-47-37-H1,12,12101,2.0,3.0,,2.0,2.0,2.0
07-76-04-75_1,07-76-04-75-H1,8,8101,1.0,3.0,2.0,2.0,2.0,2.0
07-76-45-03_4,07-76-45-03-H1,13,13117,1.0,85.0,,2.0,2.0,2.0
07-76-50-35_4,07-76-50-35-H1,5,5109,1.0,3.0,2.0,2.0,2.0,2.0
07-77-13-72_1,07-77-13-72-H1,13,13114,1.0,3.0,2.0,2.0,2.0,2.0
07-77-32-35_3,07-77-32-35-H1,16,16301,1.0,3.0,,2.0,2.0,2.0
07-77-42-51_1,07-77-42-51-H1,4,4301,1.0,85.0,,1.0,2.0,2.0
07-77-87-87_5,07-77-87-87-H1,5,5601,1.0,3.0,2.0,2.0,2.0,2.0
07-77-94-83_2,07-77-94-83-H1,9,9101,1.0,85.0,2.0,2.0,2.0,2.0
07-78-02-20_4,07-78-02-20-H1,13,13601,3.0,85.0,,2.0,2.0,2.0
07-78-33-00_1,07-78-33-00-H1,2,2201,1.0,3.0,,2.0,1.0,2.0
07-78-61-14_2,07-78-61-14-H1,6,6106,1.0,85.0,,2.0,2.0,2.0
07-78-85-00_3,07-78-85-00-H1,16,16103,88.0,3.0,,2.0,2.0,2.0
07-78-90-51_2,07-78-90-51-H1,13,13113,1.0,3.0,,2.0,2.0,2.0
07-79-08-30_2,07-79-08-30-H1,10,10101,1.0,85.0,,2.0,2.0,2.0
07-79-12-69_4,07-79-12-69-H2,13,13604,1.0,3.0,2.0,2.0,2.0,2.0
07-79-27-52_2,07-79-27-52-H1,13,13123,2.0,85.0,2.0,2.0,2.0,2.0
07-79-32-64_2,07-79-32-64-H1,16,16102,1.0,3.0,2.0,2.0,2.0,2.0
07-79-33-15_3,07-79-33-15-H1,7,7301,1.0,85.0,2.0,1.0,2.0,2.0
07-79-45-87_1,07-79-45-87-H1,13,13601,1.0,3.0,,2.0,2.0,1.0
07-79-59-15_1,07-79-59-15-H1,5,5701,1.0,85.0,1.0,2.0,2.0,2.0
07-79-60-63_1,07-79-60-63-H1,13,13105,88.0,3.0,2.0,2.0,2.0,1.0
07-79-93-02_2,07-79-93-02-H2,13,13102,1.0,3.0,2.0,2.0,2.0,2.0
07-80-55-90_1,07-80-55-90-H1,7,7401,1.0,2.0,2.0,2.0,2.0,2.0
07-81-76-26_2,07-81-76-26-H1,8,8106,1.0,85.0,,2.0,2.0,2.0
07-82-02-84_3,07-82-02-84-H1,13,13123,1.0,3.0,2.0,2.0,2.0,2.0
07-82-04-31_2,07-82-04-31-H1,13,13115,2.0,85.0,2.0,2.0,2.0,2.0
07-82-10-59_2,07-82-10-59-H1,4,4203,1.0,2.0,2.0,2.0,2.0,2.0
07-82-30-49_3,07-82-30-49-H1,13,13122,1.0,3.0,,2.0,2.0,2.0
07-82-53-09_2,07-82-53-09-H1,7,7301,1.0,3.0,1.0,2.0,2.0,2.0
07-82-77-30_2,07-82-77-30-H1,8,8111,2.0,3.0,2.0,1.0,2.0,2.0
07-82-78-61_1,07-82-78-61-H1,15,15101,1.0,3.0,2.0,2.0,2.0,2.0
07-82-79-78_1,07-82-79-78-H1,10,10301,1.0,3.0,,2.0,2.0,2.0
07-82-80-24_1,07-82-80-24-H1,4,4203,1.0,3.0,2.0,2.0,2.0,2.0
07-83-77-12_1,07-83-77-12-H1,16,16101,2.0,85.0,,2.0,2.0,2.0
07-83-94-05_1,07-83-94-05-H1,16,16201,1.0,3.0,,2.0,2.0,2.0
07-84-05-63_1,07-84-05-63-H1,13,13116,3.0,3.0,2.0,2.0,2.0,2.0
07-84-06-30_1,07-84-06-30-H1,13,13104,2.0,85.0,,2.0,2.0,2.0
07-84-09-32_4,07-84-09-32-H1,13,13123,2.0,85.0,2.0,2.0,2.0,1.0
07-84-12-41_1,07-84-12-41-H1,6,6117,1.0,3.0,,2.0,2.0,2.0
07-84-31-47_1,07-84-31-47-H1,13,13108,2.0,85.0,2.0,2.0,2.0,2.0
07-84-48-58_1,07-84-48-58-H1,13,13404,1.0,2.0,,2.0,2.0,2.0
07-84-61-64_1,07-84-61-64-H1,10,10201,1.0,85.0,1.0,2.0,2.0,2.0
07-85-10-00_1,07-85-10-00-H1,3,3101,1.0,85.0,,2.0,2.0,2.0
07-85-29-75_3,07-85-29-75-H1,8,8102,2.0,85.0,2.0,2.0,2.0,2.0
07-85-62-36_2,07-85-62-36-H1,13,13114,2.0,85.0,,2.0,2.0,2.0
07-85-69-10_1,07-85-69-10-H1,3,3101,1.0,3.0,,2.0,2.0,2.0
07-85-93-33_1,07-85-93-33-H1,12,12401,1.0,3.0,2.0,2.0,2.0,2.0
07-86-39-28_2,07-86-39-28-H1,16,16302,1.0,85.0,2.0,2.0,2.0,2.0
07-86-49-58_3,07-86-49-58-H1,5,5801,1.0,3.0,,2.0,2.0,2.0
07-86-92-37_2,07-86-92-37-H1,13,13104,1.0,85.0,,2.0,2.0,1.0
07-87-58-56_1,07-87-58-56-H1,13,13301,1.0,2.0,1.0,1.0,1.0,2.0
07-87-63-28_1,07-87-63-28-H1,15,15101,1.0,2.0,2.0,2.0,2.0,2.0
07-87-75-27_1,07-87-75-27-H1,7,7101,1.0,2.0,2.0,2.0,2.0,2.0
07-87-75-88_1,07-87-75-88-H1,5,5804,1.0,85.0,,2.0,2.0,2.0
07-88-20-11_2,07-88-20-11-H1,13,13126,1.0,2.0,1.0,2.0,2.0,2.0
07-88-35-69_1,07-88-35-69-H1,13,13128,1.0,85.0,2.0,2.0,2.0,2.0
07-88-38-72_3,07-88-38-72-H1,13,13201,1.0,3.0,2.0,2.0,2.0,2.0
07-88-39-48_1,07-88-39-48-H1,9,9108,1.0,3.0,,2.0,2.0,2.0
07-88-43-25_3,07-88-43-25-H1,5,5804,1.0,3.0,2.0,2.0,2.0,2.0
07-88-44-65_3,07-88-44-65-H1,13,13102,1.0,3.0,2.0,2.0,2.0,2.0
07-88-47-00_4,07-88-47-00-H1,5,5301,1.0,85.0,2.0,2.0,2.0,1.0
07-89-13-61_1,07-89-13-61-H1,13,13123,2.0,85.0,,2.0,2.0,2.0
07-89-42-55_1,07-89-42-55-H1,13,13114,1.0,85.0,2.0,2.0,2.0,2.0
07-89-54-70_1,07-89-54-70-H1,9,9111,1.0,85.0,2.0,1.0,2.0,2.0
07-89-57-37_3,07-89-57-37-H1,11,11101,2.0,85.0,2.0,2.0,2.0,2.0
07-89-78-44_2,07-89-78-44-H1,1,1101,2.0,3.0,2.0,2.0,2.0,2.0
07-89-97-58_2,07-89-97-58-H1,6,6301,1.0,85.0,2.0,2.0,2.0,1.0
07-90-06-24_2,07-90-06-24-H1,10,10208,2.0,3.0,,2.0,2.0,2.0
07-90-14-21_1,07-90-14-21-H1,13,13501,1.0,1.0,2.0,1.0,2.0,2.0
07-90-26-84_2,07-90-26-84-H1,8,8107,1.0,2.0,2.0,2.0,2.0,2.0
07-90-63-45_1,07-90-63-45-H1,5,5701,1.0,3.0,2.0,2.0,2.0,2.0
07-90-78-58_2,07-90-78-58-H1,9,9202,1.0,85.0,,2.0,2.0,2.0
07-90-79-31_2,07-90-79-31-H1,13,13102,2.0,85.0,1.0,2.0,2.0,2.0
07-90-86-34_3,07-90-86-34-H1,13,13126,1.0,2.0,2.0,2.0,2.0,2.0
07-90-87-57_3,07-90-87-57-H1,10,10102,2.0,85.0,,2.0,2.0,2.0
07-90-87-76_1,07-90-87-76-H1,13,13118,1.0,2.0,2.0,2.0,2.0,2.0
07-91-05-42_3,07-91-05-42-H1,5,5103,1.0,3.0,,2.0,2.0,2.0
07-91-15-19_3,07-91-15-19-H1,5,5109,1.0,3.0,2.0,2.0,2.0,2.0
07-91-26-65_1,07-91-26-65-H1,6,6303,1.0,85.0,2.0,2.0,2.0,2.0
07-91-34-32_1,07-91-34-32-H1,9,9109,88.0,85.0,,2.0,2.0,2.0
