rph_ID,idhogar,enc_region,enc_rpc,P_AUMENTO_COM,P_INSEG_LUGARES_14,SCREEN_INT_RDV,SCREEN_INT_RFV,SCREEN_INT_RVI,SCREEN_ROB_HUR
61-48-55-16_3,61-48-55-16-H1,6,6310,2.0,4.0,2.0,2.0,2.0,2.0
61-48-72-12_1,61-48-72-12-H1,7,7406,1.0,85.0,,2.0,2.0,2.0
61-49-36-74_1,61-49-36-74-H1,5,5101,1.0,3.0,2.0,2.0,2.0,2.0
61-49-61-38_3,61-49-61-38-H1,6,6101,1.0,3.0,2.0,2.0,2.0,2.0
61-49-67-42_2,61-49-67-42-H1,9,9211,1.0,3.0,,2.0,1.0,2.0
61-49-79-04_2,61-49-79-04-H1,13,13125,1.0,3.0,,2.0,2.0,2.0
61-49-84-38_1,61-49-84-38-H1,7,7101,1.0,85.0,,2.0,2.0,2.0
61-49-91-53_3,61-49-91-53-H1,13,13119,1.0,85.0,2.0,2.0,2.0,2.0
61-50-23-19_1,61-50-23-19-H1,5,5103,1.0,2.0,,2.0,2.0,2.0
61-50-50-63_2,61-50-50-63-H1,13,13301,1.0,3.0,1.0,2.0,2.0,2.0
61-50-57-91_2,61-50-57-91-H1,9,9114,1.0,85.0,2.0,2.0,2.0,2.0
61-50-65-08_2,61-50-65-08-H1,8,8111,1.0,85.0,,2.0,2.0,2.0
61-51-41-30_2,61-51-41-30-H1,13,13116,2.0,3.0,2.0,2.0,2.0,2.0
61-51-74-50_1,61-51-74-50-H1,5,5103,2.0,3.0,,2.0,2.0,2.0
61-51-76-99_2,61-51-76-99-H1,13,13130,3.0,85.0,2.0,2.0,2.0,2.0
61-51-79-70_2,61-51-79-70-H1,10,10301,1.0,3.0,2.0,2.0,2.0,2.0
61-51-86-68_2,61-51-86-68-H1,4,4102,1.0,85.0,2.0,1.0,1.0,2.0
61-51-97-92_5,61-51-97-92-H1,13,13302,1.0,3.0,2.0,2.0,2.0,2.0
61-52-03-16_2,61-52-03-16-H1,13,13201,1.0,85.0,,2.0,2.0,1.0
61-52-45-04_1,61-52-45-04-H1,5,5109,1.0,1.0,2.0,2.0,2.0,2.0
61-52-88-48_1,61-52-88-48-H1,13,13123,2.0,4.0,2.0,2.0,2.0,1.0
61-53-12-11_1,61-53-12-11-H1,13,13301,1.0,3.0,2.0,2.0,2.0,2.0
61-53-18-15_2,61-53-18-15-H1,2,2101,1.0,85.0,2.0,2.0,1.0,2.0
61-53-43-56_1,61-53-43-56-H1,7,7101,1.0,2.0,,2.0,2.0,2.0
61-53-45-58_2,61-53-45-58-H1,8,8102,2.0,85.0,,2.0,2.0,2.0
61-53-59-03_1,61-53-59-03-H1,2,2101,1.0,4.0,2.0,2.0,2.0,1.0
61-53-64-67_3,61-53-64-67-H1,5,5401,1.0,3.0,,2.0,2.0,2.0
61-53-69-71_4,61-53-69-71-H1,5,5802,2.0,3.0,2.0,2.0,2.0,2.0
61-53-89-10_1,61-53-89-10-H1,14,14101,1.0,3.0,2.0,2.0,2.0,2.0
61-53-93-01_1,61-53-93-01-H1,8,8106,2.0,85.0,,2.0,2.0,2.0
61-53-97-96_1,61-53-97-96-H1,15,15101,1.0,2.0,1.0,2.0,2.0,2.0
61-54-17-80_3,61-54-17-80-H1,9,9111,1.0,4.0,2.0,1.0,2.0,2.0
61-54-31-36_3,61-54-31-36-H1,6,6101,1.0,3.0,,2.0,2.0,2.0
61-54-40-46_1,61-54-40-46-H1,5,5701,1.0,2.0,2.0,1.0,2.0,2.0
61-54-74-05_1,61-54-74-05-H1,14,14101,1.0,85.0,2.0,2.0,2.0,2.0
61-54-77-82_2,61-54-77-82-H1,10,10202,2.0,3.0,2.0,2.0,2.0,2.0
61-55-29-97_1,61-55-29-97-H1,14,14101,2.0,85.0,,2.0,2.0,2.0
61-55-99-08_3,61-55-99-08-H1,13,13130,1.0,85.0,,2.0,2.0,2.0
61-56-05-81_2,61-56-05-81-H1,13,13121,1.0,2.0,,2.0,2.0,2.0
61-56-29-67_2,61-56-29-67-H1,6,6105,2.0,85.0,,2.0,2.0,2.0
61-56-45-87_3,61-56-45-87-H1,13,13127,1.0,85.0,2.0,2.0,2.0,2.0
61-56-53-67_1,61-56-53-67-H1,5,5701,1.0,3.0,,1.0,2.0,2.0
61-56-66-35_1,61-56-66-35-H1,4,4101,1.0,85.0,2.0,2.0,2.0,2.0
61-56-67-73_4,61-56-67-73-H1,5,5401,1.0,85.0,2.0,2.0,2.0,2.0
61-56-69-09_2,61-56-69-09-H1,13,13108,1.0,3.0,2.0,2.0,2.0,2.0
61-56-82-02_1,61-56-82-02-H1,12,12401,1.0,4.0,2.0,2.0,2.0,2.0
61-56-87-20_2,61-56-87-20-H1,6,6108,1.0,85.0,2.0,2.0,2.0,2.0
61-56-99-21_1,61-56-99-21-H1,5,5301,1.0,85.0,2.0,2.0,2.0,2.0
61-57-21-82_1,61-57-21-82-H1,13,13104,2.0,85.0,,2.0,2.0,2.0
61-57-25-56_1,61-57-25-56-H1,8,8101,2.0,85.0,2.0,2.0,2.0,2.0
61-57-29-79_1,61-57-29-79-H1,7,7304,1.0,3.0,,2.0,2.0,2.0
61-57-63-52_5,61-57-63-52-H1,6,6115,1.0,3.0,,2.0,2.0,2.0
61-58-05-47_1,61-58-05-47-H1,13,13201,1.0,3.0,2.0,2.0,2.0,2.0
61-58-08-96_2,61-58-08-96-H1,13,13106,1.0,3.0,,2.0,2.0,2.0
61-58-66-05_2,61-58-66-05-H1,5,5103,1.0,85.0,2.0,2.0,2.0,2.0
61-58-79-04_1,61-58-79-04-H1,4,4102,1.0,85.0,2.0,2.0,2.0,2.0
61-58-85-33_1,61-58-85-33-H1,7,7304,1.0,3.0,,2.0,2.0,2.0
61-58-92-01_1,61-58-92-01-H1,10,10101,2.0,3.0,2.0,2.0,2.0,2.0
61-59-25-23_1,61-59-25-23-H1,6,6201,1.0,85.0,,2.0,2.0,2.0
61-60-37-76_1,61-60-37-76-H1,7,7406,1.0,85.0,,2.0,2.0,2.0
61-60-64-08_1,61-60-64-08-H1,8,8112,1.0,85.0,,2.0,2.0,2.0
61-60-83-89_1,61-60-83-89-H1,9,9101,2.0,2.0,2.0,2.0,2.0,2.0
61-60-98-91_1,61-60-98-91-H1,7,7101,1.0,85.0,,2.0,2.0,2.0
61-61-48-11_5,61-61-48-11-H1,13,13131,1.0,85.0,,2.0,2.0,2.0
61-61-66-82_1,61-61-66-82-H1,15,15101,2.0,3.0,2.0,2.0,2.0,2.0
61-61-68-88_1,61-61-68-88-H1,1,1101,1.0,3.0,,2.0,2.0,2.0
61-61-87-64_2,61-61-87-64-H1,5,5101,1.0,85.0,2.0,2.0,2.0,2.0
61-62-19-15_1,61-62-19-15-H1,6,6310,2.0,3.0,2.0,2.0,2.0,2.0
61-62-22-57_1,61-62-22-57-H1,13,13111,1.0,2.0,,2.0,1.0,2.0
61-62-29-90_3,61-62-29-90-H1,13,13103,88.0,85.0,,2.0,2.0,2.0
61-62-30-33_2,61-62-30-33-H1,13,13111,1.0,3.0,2.0,2.0,2.0,2.0
61-62-43-16_1,61-62-43-16-H1,6,6106,1.0,3.0,,2.0,2.0,2.0
61-62-47-33_1,61-62-47-33-H1,5,5804,2.0,3.0,,2.0,2.0,2.0
61-62-48-31_1,61-62-48-31-H1,13,13110,1.0,3.0,2.0,2.0,2.0,2.0
61-62-65-12_2,61-62-65-12-H1,13,13404,1.0,85.0,2.0,2.0,2.0,2.0
61-62-66-95_2,61-62-66-95-H1,11,11101,1.0,85.0,2.0,2.0,2.0,2.0
61-62-92-32_1,61-62-92-32-H1,3,3301,1.0,3.0,2.0,2.0,2.0,2.0
61-63-18-07_1,61-63-18-07-H1,5,5801,1.0,85.0,2.0,2.0,2.0,2.0
61-63-33-08_2,61-63-33-08-H1,2,2101,1.0,3.0,2.0,2.0,2.0,2.0
61-63-42-35_1,61-63-42-35-H1,7,7304,1.0,3.0,2.0,2.0,2.0,2.0
61-63-72-98_1,61-63-72-98-H1,8,8106,1.0,85.0,,1.0,2.0,2.0
61-64-36-47_2,61-64-36-47-H1,8,8110,3.0,85.0,,2.0,2.0,2.0
61-64-41-75_2,61-64-41-75-H1,4,4201,2.0,85.0,,2.0,2.0,2.0
61-64-47-46_1,61-64-47-46-H1,3,3101,1.0,3.0,,2.0,2.0,2.0
61-64-66-52_2,61-64-66-52-H1,13,13101,1.0,2.0,2.0,2.0,2.0,2.0
61-64-73-66_1,61-64-73-66-H1,15,15101,1.0,85.0,,2.0,2.0,2.0
61-64-82-34_3,61-64-82-34-H1,13,13110,1.0,85.0,,2.0,2.0,2.0
61-65-47-66_1,61-65-47-66-H1,13,13111,1.0,85.0,2.0,2.0,2.0,2.0
61-65-63-44_2,61-65-63-44-H1,8,8110,1.0,85.0,2.0,2.0,2.0,1.0
61-65-75-16_1,61-65-75-16-H1,13,13127,2.0,3.0,2.0,2.0,2.0,2.0
61-66-21-85_1,61-66-21-85-H1,7,7304,1.0,85.0,,2.0,2.0,2.0
61-66-37-91_1,61-66-37-91-H1,6,6117,2.0,85.0,,2.0,2.0,2.0
61-66-97-88_3,61-66-97-88-H1,4,4101,1.0,3.0,2.0,2.0,2.0,2.0
61-67-12-81_1,61-67-12-81-H1,7,7301,1.0,2.0,2.0,2.0,2.0,2.0
61-67-13-31_1,61-67-13-31-H1,13,13126,1.0,3.0,2.0,2.0,2.0,2.0
61-67-24-80_1,61-67-24-80-H1,4,4102,1.0,85.0,,2.0,2.0,2.0
61-67-26-20_2,61-67-26-20-H1,10,10102,1.0,4.0,2.0,2.0,2.0,2.0
61-67-64-62_2,61-67-64-62-H1,13,13129,1.0,3.0,,2.0,2.0,2.0
61-67-75-79_1,61-67-75-79-H1,9,9101,1.0,3.0,2.0,1.0,1.0,2.0
61-67-82-73_2,61-67-82-73-H1,13,13124,1.0,2.0,1.0,2.0,2.0,2.0
61-68-21-41_3,61-68-21-41-H1,13,13110,2.0,85.0,2.0,2.0,2.0,2.0
61-68-36-58_2,61-68-36-58-H1,8,8103,2.0,3.0,2.0,2.0,2.0,2.0
61-68-38-15_1,61-68-38-15-H1,13,13117,1.0,3.0,1.0,2.0,2.0,2.0
61-68-49-82_1,61-68-49-82-H1,9,9101,1.0,85.0,,2.0,2.0,2.0
61-68-53-28_1,61-68-53-28-H1,6,6301,1.0,85.0,,2.0,2.0,2.0
61-68-99-46_4,61-68-99-46-H1,6,6115,1.0,3.0,,2.0,2.0,2.0
61-69-34-63_1,61-69-34-63-H1,12,12101,2.0,3.0,,2.0,2.0,2.0
61-69-43-82_2,61-69-43-82-H1,9,9115,1.0,85.0,,2.0,2.0,2.0
61-69-46-38_2,61-69-46-38-H1,2,2201,1.0,85.0,,2.0,2.0,2.0
61-69-72-19_1,61-69-72-19-H1,14,14204,88.0,2.0,,2.0,2.0,2.0
61-70-04-25_1,61-70-04-25-H1,9,9101,1.0,3.0,,2.0,2.0,2.0
61-70-13-21_1,61-70-13-21-H1,7,7101,1.0,3.0,,2.0,1.0,2.0
61-70-44-77_1,61-70-44-77-H1,9,9108,1.0,85.0,,2.0,2.0,2.0
61-70-49-88_5,61-70-49-88-H1,5,5502,1.0,85.0,,1.0,2.0,2.0
61-70-59-84_7,61-70-59-84-H3,13,13127,1.0,3.0,,2.0,2.0,2.0
61-70-65-77_2,61-70-65-77-H1,6,6105,1.0,2.0,,2.0,2.0,2.0
61-71-35-08_3,61-71-35-08-H1,7,7404,1.0,85.0,2.0,2.0,2.0,2.0
61-71-35-25_2,61-71-35-25-H1,10,10109,1.0,2.0,2.0,2.0,2.0,2.0
61-71-48-82_2,61-71-48-82-H1,13,13104,1.0,85.0,,2.0,2.0,2.0
61-71-62-49_1,61-71-62-49-H1,13,13115,2.0,3.0,1.0,2.0,2.0,2.0
61-72-24-79_1,61-72-24-79-H1,5,5501,1.0,85.0,,2.0,2.0,2.0
61-72-29-19_1,61-72-29-19-H1,5,5701,1.0,85.0,1.0,2.0,2.0,2.0
61-72-41-44_2,61-72-41-44-H1,7,7102,1.0,3.0,,2.0,2.0,2.0
61-73-03-03_1,61-73-03-03-H1,5,5103,2.0,3.0,2.0,2.0,2.0,2.0
61-73-03-67_2,61-73-03-67-H1,5,5601,1.0,4.0,2.0,2.0,2.0,2.0
61-73-17-45_2,61-73-17-45-H1,7,7105,1.0,3.0,1.0,2.0,2.0,1.0
61-73-18-23_2,61-73-18-23-H1,13,13132,2.0,3.0,2.0,2.0,2.0,2.0
61-73-28-55_2,61-73-28-55-H1,7,7301,1.0,3.0,1.0,2.0,2.0,2.0
61-73-34-16_4,61-73-34-16-H1,8,8201,1.0,3.0,2.0,2.0,2.0,2.0
61-73-51-13_2,61-73-51-13-H1,8,8108,2.0,85.0,,2.0,2.0,2.0
61-73-75-20_2,61-73-75-20-H1,7,7304,1.0,4.0,2.0,2.0,2.0,2.0
61-73-88-91_2,61-73-88-91-H1,4,4101,1.0,85.0,,2.0,2.0,2.0
61-73-93-46_1,61-73-93-46-H1,6,6310,1.0,3.0,2.0,1.0,2.0,2.0
61-74-00-87_2,61-74-00-87-H1,2,2301,2.0,85.0,2.0,2.0,2.0,2.0
61-74-42-10_2,61-74-42-10-H1,13,13103,1.0,85.0,2.0,2.0,2.0,1.0
61-74-98-01_2,61-74-98-01-H1,15,15101,1.0,85.0,2.0,2.0,2.0,2.0
61-75-07-76_3,61-75-07-76-H1,13,13402,2.0,85.0,,2.0,2.0,2.0
61-75-41-21_1,61-75-41-21-H1,6,6301,1.0,3.0,2.0,2.0,2.0,2.0
61-75-78-55_1,61-75-78-55-H1,7,7304,1.0,85.0,,2.0,2.0,2.0
61-75-83-57_1,61-75-83-57-H1,7,7105,1.0,3.0,2.0,2.0,2.0,2.0
61-75-85-62_2,61-75-85-62-H1,13,13105,2.0,85.0,2.0,2.0,2.0,2.0
61-75-88-55_1,61-75-88-55-H1,9,9211,1.0,85.0,2.0,2.0,2.0,2.0
61-75-89-81_2,61-75-89-81-H1,15,15101,2.0,3.0,2.0,2.0,2.0,1.0
61-75-98-30_1,61-75-98-30-H1,5,5301,3.0,85.0,2.0,2.0,2.0,2.0
61-76-08-67_2,61-76-08-67-H1,7,7105,1.0,3.0,2.0,2.0,2.0,2.0
61-76-09-44_2,61-76-09-44-H1,9,9120,2.0,85.0,2.0,2.0,2.0,2.0
61-76-10-68_1,61-76-10-68-H1,14,14201,2.0,3.0,,2.0,2.0,2.0
61-76-68-72_1,61-76-68-72-H1,13,13129,3.0,4.0,2.0,2.0,2.0,2.0
61-76-81-57_3,61-76-81-57-H1,12,12101,1.0,85.0,2.0,2.0,2.0,2.0
61-76-97-71_1,61-76-97-71-H1,6,6101,1.0,85.0,,2.0,2.0,2.0
61-77-03-22_2,61-77-03-22-H1,13,13125,2.0,4.0,,2.0,2.0,2.0
61-77-08-74_1,61-77-08-74-H1,5,5103,2.0,2.0,2.0,2.0,2.0,1.0
61-77-09-57_1,61-77-09-57-H1,13,13501,1.0,3.0,,1.0,2.0,2.0
61-77-10-95_2,61-77-10-95-H1,9,9119,88.0,85.0,2.0,2.0,2.0,2.0
61-77-25-73_2,61-77-25-73-H1,1,1101,3.0,85.0,2.0,2.0,2.0,2.0
61-77-40-98_3,61-77-40-98-H1,13,13402,2.0,85.0,,2.0,2.0,2.0
61-77-44-71_3,61-77-44-71-H1,12,12101,2.0,85.0,2.0,2.0,2.0,2.0
61-77-73-83_1,61-77-73-83-H1,14,14201,1.0,85.0,2.0,2.0,2.0,2.0
61-77-75-92_1,61-77-75-92-H1,13,13106,1.0,2.0,2.0,2.0,2.0,2.0
61-78-50-17_1,61-78-50-17-H1,13,13131,1.0,85.0,,2.0,2.0,2.0
61-78-52-86_2,61-78-52-86-H1,3,3201,1.0,3.0,2.0,2.0,2.0,2.0
61-78-77-75_1,61-78-77-75-H1,13,13101,1.0,85.0,2.0,2.0,2.0,2.0
61-78-88-60_1,61-78-88-60-H1,13,13101,1.0,85.0,,2.0,2.0,2.0
61-78-89-90_3,61-78-89-90-H1,13,13605,1.0,4.0,1.0,2.0,2.0,2.0
61-79-55-88_4,61-79-55-88-H1,13,13103,1.0,85.0,2.0,2.0,1.0,1.0
61-79-71-92_1,61-79-71-92-H1,16,16103,1.0,85.0,,2.0,2.0,2.0
61-79-76-46_2,61-79-76-46-H1,5,5601,1.0,85.0,2.0,2.0,2.0,2.0
61-79-85-66_3,61-79-85-66-H1,5,5101,1.0,3.0,,2.0,2.0,2.0
61-80-25-90_4,61-80-25-90-H1,13,13119,1.0,85.0,,2.0,2.0,2.0
61-80-31-33_1,61-80-31-33-H1,8,8111,1.0,85.0,,2.0,2.0,2.0
61-81-13-84_1,61-81-13-84-H1,7,7301,88.0,85.0,,2.0,2.0,2.0
61-81-46-05_1,61-81-46-05-H1,6,6101,1.0,3.0,2.0,2.0,2.0,2.0
61-81-52-11_1,61-81-52-11-H1,5,5401,1.0,4.0,2.0,1.0,2.0,2.0
61-81-53-60_9,61-81-53-60-H1,15,15101,1.0,3.0,,2.0,2.0,2.0
61-81-65-94_2,61-81-65-94-H1,5,5109,1.0,85.0,1.0,2.0,2.0,2.0
61-81-76-08_1,61-81-76-08-H1,10,10301,2.0,3.0,,2.0,2.0,2.0
61-81-80-37_1,61-81-80-37-H1,13,13129,1.0,1.0,2.0,2.0,2.0,1.0
61-81-95-56_1,61-81-95-56-H1,7,7102,1.0,85.0,,2.0,2.0,2.0
61-81-99-84_1,61-81-99-84-H1,13,13604,1.0,85.0,,2.0,2.0,2.0
61-82-13-10_2,61-82-13-10-H1,14,14204,2.0,3.0,2.0,2.0,2.0,2.0
61-82-60-01_2,61-82-60-01-H1,2,2301,2.0,3.0,,2.0,2.0,2.0
61-82-64-46_2,61-82-64-46-H1,4,4101,1.0,85.0,2.0,2.0,2.0,2.0
61-82-74-48_2,61-82-74-48-H1,5,5301,2.0,85.0,,2.0,2.0,2.0
61-82-77-08_1,61-82-77-08-H1,5,5109,1.0,3.0,2.0,2.0,2.0,2.0
61-83-05-41_1,61-83-05-41-H1,13,13605,1.0,3.0,2.0,2.0,2.0,2.0
61-83-07-38_2,61-83-07-38-H1,13,13402,1.0,3.0,2.0,2.0,2.0,2.0
61-83-20-19_1,61-83-20-19-H1,10,10201,2.0,85.0,2.0,2.0,2.0,1.0
61-83-57-45_1,61-83-57-45-H1,8,8301,1.0,85.0,,2.0,2.0,2.0
61-84-02-37_1,61-84-02-37-H1,4,4301,1.0,85.0,2.0,2.0,2.0,2.0
61-84-13-68_1,61-84-13-68-H1,9,9202,1.0,3.0,2.0,2.0,2.0,2.0
61-84-49-72_2,61-84-49-72-H1,2,2101,1.0,85.0,2.0,2.0,2.0,2.0
61-84-60-07_2,61-84-60-07-H1,13,13130,1.0,85.0,2.0,2.0,2.0,2.0
61-84-76-10_1,61-84-76-10-H1,3,3201,1.0,3.0,,2.0,2.0,2.0
61-84-79-72_2,61-84-79-72-H1,5,5801,2.0,85.0,2.0,2.0,2.0,2.0
61-85-06-70_2,61-85-06-70-H1,13,13101,1.0,3.0,,2.0,2.0,2.0
61-85-46-08_7,61-85-46-08-H1,8,8108,2.0,85.0,1.0,2.0,2.0,1.0
61-86-29-28_3,61-86-29-28-H1,6,6115,1.0,85.0,,2.0,2.0,2.0
61-86-33-63_1,61-86-33-63-H1,6,6110,1.0,3.0,2.0,1.0,2.0,2.0
61-86-44-69_1,61-86-44-69-H1,12,12401,2.0,4.0,,2.0,2.0,2.0
61-86-50-72_1,61-86-50-72-H1,13,13130,1.0,85.0,2.0,2.0,2.0,2.0
61-86-95-84_1,61-86-95-84-H1,13,13113,2.0,3.0,2.0,2.0,2.0,2.0
61-86-97-69_1,61-86-97-69-H1,8,8112,1.0,2.0,2.0,2.0,2.0,2.0
61-87-50-25_1,61-87-50-25-H1,14,14101,1.0,85.0,,2.0,2.0,2.0
61-88-24-46_1,61-88-24-46-H1,5,5109,1.0,3.0,2.0,2.0,2.0,2.0
61-88-34-39_3,61-88-34-39-H1,8,8103,1.0,4.0,2.0,2.0,2.0,2.0
61-88-52-07_2,61-88-52-07-H1,13,13110,1.0,85.0,2.0,2.0,2.0,2.0
61-88-61-95_2,61-88-61-95-H1,13,13124,2.0,4.0,2.0,2.0,2.0,2.0
61-88-70-26_2,61-88-70-26-H1,7,7101,1.0,3.0,2.0,2.0,2.0,2.0
61-89-19-07_2,61-89-19-07-H1,2,2101,1.0,3.0,2.0,2.0,2.0,2.0
61-89-37-39_1,61-89-37-39-H1,16,16101,1.0,3.0,2.0,2.0,2.0,2.0
61-89-80-60_1,61-89-80-60-H1,2,2201,1.0,85.0,,2.0,2.0,2.0
61-89-99-32_3,61-89-99-32-H1,12,12101,3.0,85.0,,2.0,2.0,2.0
61-90-26-18_1,61-90-26-18-H1,13,13604,2.0,85.0,,2.0,2.0,2.0
61-90-28-15_4,61-90-28-15-H1,6,6105,1.0,85.0,,2.0,2.0,2.0
61-90-28-35_1,61-90-28-35-H1,9,9201,1.0,85.0,,2.0,2.0,2.0
61-91-00-55_2,61-91-00-55-H1,15,15101,1.0,85.0,,2.0,2.0,2.0
61-91-29-41_1,61-91-29-41-H1,8,8301,1.0,3.0,,2.0,2.0,2.0
61-91-65-96_2,61-91-65-96-H1,13,13106,1.0,2.0,2.0,2.0,2.0,2.0
61-92-70-78_1,61-92-70-78-H1,9,9109,1.0,2.0,,2.0,2.0,2.0
61-93-01-10_1,61-93-01-10-H1,7,7301,1.0,85.0,,2.0,2.0,2.0
61-93-41-21_1,61-93-41-21-H1,13,13104,1.0,85.0,,2.0,2.0,2.0
61-93-42-24_1,61-93-42-24-H1,1,1107,1.0,85.0,,2.0,2.0,2.0
61-93-45-78_2,61-93-45-78-H1,13,13131,2.0,85.0,1.0,2.0,2.0,2.0
61-93-51-16_4,61-93-51-16-H1,10,10101,1.0,85.0,2.0,2.0,2.0,2.0
61-94-15-80_1,61-94-15-80-H1,9,9101,1.0,2.0,,2.0,2.0,1.0
61-94-18-86_3,61-94-18-86-H1,7,7105,1.0,3.0,2.0,2.0,2.0,2.0
61-94-30-02_2,61-94-30-02-H1,7,7105,2.0,85.0,,2.0,2.0,2.0
61-94-53-15_1,61-94-53-15-H1,8,8110,1.0,3.0,2.0,2.0,2.0,2.0
61-94-79-80_1,61-94-79-80-H1,14,14204,2.0,3.0,,2.0,2.0,2.0
61-94-81-49_1,61-94-81-49-H1,7,7301,1.0,3.0,,1.0,2.0,2.0
61-95-34-44_1,61-95-34-44-H1,9,9119,2.0,85.0,,2.0,2.0,2.0
61-95-39-08_2,61-95-39-08-H1,14,14108,1.0,4.0,2.0,2.0,2.0,2.0
61-95-44-72_2,61-95-44-72-H1,13,13108,1.0,3.0,,2.0,1.0,2.0
61-95-89-94_2,61-95-89-94-H1,6,6301,2.0,85.0,2.0,2.0,2.0,2.0
61-95-97-40_2,61-95-97-40-H1,8,8103,1.0,3.0,2.0,2.0,2.0,2.0
61-96-06-03_2,61-96-06-03-H1,9,9101,1.0,85.0,,2.0,2.0,2.0
61-96-33-97_9,61-96-33-97-H3,13,13127,1.0,85.0,,2.0,2.0,2.0
61-96-50-43_2,61-96-50-43-H1,8,8110,2.0,85.0,,2.0,2.0,2.0
61-96-68-08_4,61-96-68-08-H1,5,5801,1.0,85.0,1.0,2.0,2.0,2.0
61-96-68-74_3,61-96-68-74-H1,13,13402,1.0,85.0,2.0,2.0,2.0,2.0
61-96-87-94_1,61-96-87-94-H1,13,13110,1.0,3.0,,2.0,2.0,2.0
61-96-96-72_1,61-96-96-72-H1,11,11101,1.0,85.0,,2.0,2.0,2.0
61-97-01-37_2,61-97-01-37-H1,5,5501,1.0,85.0,,2.0,2.0,2.0
61-97-15-27_1,61-97-15-27-H1,5,5103,1.0,3.0,1.0,2.0,2.0,2.0
61-97-33-97_3,61-97-33-97-H1,7,7201,2.0,85.0,,2.0,2.0,2.0
61-98-05-25_2,61-98-05-25-H1,6,6117,1.0,85.0,,2.0,2.0,2.0
61-98-07-29_1,61-98-07-29-H1,13,13108,1.0,85.0,,2.0,2.0,2.0
61-98-45-14_1,61-98-45-14-H1,13,13121,1.0,3.0,2.0,2.0,1.0,2.0
61-98-61-80_2,61-98-61-80-H1,15,15101,1.0,3.0,2.0,2.0,2.0,2.0
61-98-74-60_2,61-98-74-60-H1,10,10202,2.0,85.0,2.0,2.0,2.0,2.0
61-99-76-32_1,61-99-76-32-H1,2,2301,1.0,85.0,,2.0,2.0,2.0
62-00-02-56_1,62-00-02-56-H1,1,1101,1.0,1.0,2.0,2.0,2.0,2.0
62-00-04-40_2,62-00-04-40-H1,13,13123,2.0,3.0,,2.0,2.0,2.0
62-00-14-88_2,62-00-14-88-H1,6,6108,1.0,85.0,,2.0,2.0,2.0
62-00-19-40_1,62-00-19-40-H1,9,9112,1.0,85.0,2.0,2.0,2.0,2.0
62-00-23-04_3,62-00-23-04-H1,5,5101,2.0,85.0,2.0,2.0,2.0,2.0
62-00-25-32_2,62-00-25-32-H1,10,10109,1.0,85.0,2.0,2.0,2.0,2.0
62-00-32-84_2,62-00-32-84-H1,8,8101,1.0,85.0,2.0,2.0,2.0,2.0
62-00-61-69_2,62-00-61-69-H1,4,4102,1.0,3.0,,88.0,2.0,2.0
62-00-62-51_1,62-00-62-51-H1,11,11101,1.0,3.0,,2.0,2.0,2.0
62-01-21-06_1,62-01-21-06-H1,13,13123,1.0,85.0,2.0,2.0,2.0,2.0
62-01-36-48_1,62-01-36-48-H1,7,7101,3.0,2.0,,2.0,2.0,2.0
62-01-64-21_2,62-01-64-21-H1,5,5801,2.0,3.0,2.0,2.0,2.0,2.0
62-01-69-27_2,62-01-69-27-H1,1,1107,1.0,3.0,2.0,2.0,2.0,2.0
62-01-70-88_1,62-01-70-88-H1,8,8101,1.0,3.0,,2.0,2.0,2.0
62-01-71-30_2,62-01-71-30-H1,13,13122,1.0,3.0,2.0,2.0,2.0,1.0
62-01-75-50_2,62-01-75-50-H1,12,12101,1.0,3.0,2.0,2.0,2.0,2.0
62-02-21-31_2,62-02-21-31-H1,13,13605,2.0,85.0,,2.0,2.0,2.0
62-02-73-41_4,62-02-73-41-H1,14,14101,3.0,85.0,,2.0,2.0,2.0
62-02-82-78_1,62-02-82-78-H1,7,7406,1.0,2.0,2.0,2.0,2.0,2.0
62-02-94-72_3,62-02-94-72-H1,8,8103,1.0,85.0,2.0,2.0,2.0,2.0
62-02-99-17_1,62-02-99-17-H1,14,14101,1.0,3.0,2.0,2.0,2.0,2.0
62-03-06-73_1,62-03-06-73-H1,13,13123,1.0,4.0,2.0,2.0,2.0,2.0
62-03-28-99_2,62-03-28-99-H1,10,10201,1.0,85.0,,2.0,2.0,2.0
62-03-41-38_2,62-03-41-38-H1,13,13128,1.0,3.0,2.0,2.0,2.0,2.0
62-03-74-81_4,62-03-74-81-H1,2,2301,3.0,85.0,,2.0,2.0,2.0
62-03-79-40_1,62-03-79-40-H1,8,8102,1.0,85.0,,2.0,2.0,2.0
62-03-82-78_1,62-03-82-78-H1,6,6115,1.0,3.0,2.0,2.0,2.0,2.0
62-04-35-38_1,62-04-35-38-H1,2,2201,1.0,2.0,,2.0,2.0,2.0
62-04-51-50_1,62-04-51-50-H1,13,13121,1.0,3.0,2.0,2.0,2.0,2.0
62-04-52-97_1,62-04-52-97-H1,6,6101,1.0,3.0,,2.0,1.0,2.0
62-05-31-90_1,62-05-31-90-H1,13,13111,1.0,3.0,2.0,2.0,2.0,2.0
62-05-90-73_3,62-05-90-73-H1,12,12101,1.0,85.0,2.0,2.0,2.0,2.0
62-05-95-82_1,62-05-95-82-H1,6,6105,2.0,3.0,,2.0,2.0,2.0
62-06-24-15_1,62-06-24-15-H1,8,8102,1.0,85.0,,2.0,2.0,2.0
